id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_048,"Two hands, palms open and facing each other, moving repeatedly towards each other and apart, repeatedly + One hand, index and thumb fingers touching forming a circle, stationary.","Two hands, open palms, raised and moving upwards repeatedly; + One hand, index finger extended pointing upwards, stationary.","Two hands, palms open and facing each other, clapping together repeatedly. + Two hands, all fingers touching the head near the ears, stationary.","Two hands, open hands with all fingers extended, raised upwards repeatedly.","One hand, open hand with palm facing down, going upwards to the forehead, once + Two hands, open hands with palms facing each other, clapping repeatedly.","Two hands, palms open and facing each other, clapping together repeatedly; + One hand, palm open and facing forward, raised upwards repeatedly.","One hand, open palm facing front, moving upwards, repeatedly.","Two hands, palms open and facing each other, moving to clap together repeatedly."
p_049,"One hand, open hand, front, going to the ear, once.","One hand, palm open facing front, moving leftwards and rightwards, repeatedly + One hand, palm open touching face, stationary.","One hand, all fingers curved, front, going to the mouth, once.","One hand, open hand with palm facing front, raised to the head and touching the ear, stationary + One hand, open hand with palm facing front, moving upwards and outwards, repeatedly.","Two hands, palms open and facing front, raised and crossed in front of the face, stationary.","Two hands, open hands with all fingers extended, moving outwards, repeatedly.","One hand, open palm facing front, raised upwards, once.","One hand, open palm facing front, moving leftwards and rightwards, repeatedly."
p_050,"One hand, open hand with palm front, raised upwards, repeatedly.","One hand, open palm facing front, raised upwards, repeatedly.","One hand, open hand, front, raised to the face, once + Two hands, index and thumb fingers, front, pinching, stationary.","1, One hand, open hand with palm facing forward, raising upwards, once.","Two hands, open palms, front; moving upwards and downwards repeatedly; repeatedly + Two hands, all fingers, front; moving inwards and outwards repeatedly; repeatedly.","Two hands, palms open and facing front, raised upwards, once + One hand, palm open and facing front, moving leftwards, once.","One hand, all fingers open and extended, facing front; raised upwards once.","One hand, open hand with palm front, moving left and right, repeatedly."
p_051,"One hand, all fingers extended and curved, front, moving repeatedly downwards, repeatedly + One hand, index finger extended, front, pointing forwards, stationary.","One hand, index finger extended and pointing front, moving repeatedly forwards and backwards, repeatedly.","One hand, palm open and facing front, raised and going to the face, once.","One hand, palm open and facing front, raised upwards, once + One hand, palm open and facing front, going towards the mouth, once + One hand, palm open and facing front, moving downwards, once.","One hand, open palm facing front, moving leftwards, repeatedly.","One hand, open palm facing front, moving leftwards repeatedly.","One hand, open hand, moving upwards, once.","One hand, hand closed in a fist shape, moving downwards repeatedly."
p_052,"One hand, open palm, front, moving upwards repeatedly.","One hand, open hand, raised upwards, once.","One hand, index finger extended pointing up, going to the mouth, once + Two hands, palms open facing each other, clapping, repeatedly.","Two hands, palms facing each other, moving repeatedly towards each other, repeatedly + One hand, palm open and facing inwards, going to the right ear, once.","Two hands, palms open and facing front, moving upwards and outwards repeatedly + One hand, palm open and facing front, going to the face and covering the eyes once.","One hand, open hand, raised and going to the face, once + One hand, open hand, moving upwards and rightwards, once.","Two hands, palms open and facing front, raised upwards, once.","One hand, open hand, raised upwards repeatedly."
p_053,"Two hands, palms facing each other, opening and closing repeatedly, forwards, repeatedly + One hand, palm open, touching the ear, stationary.","Two hands, open hands, moving downwards repeatedly + One hand, all fingers pointing downwards, moving downwards repeatedly.","Two hands, open palms facing each other, moving repeatedly downwards; One hand, index finger extended pointing front, stationary.","One hand, palm open, front, going to the mouth, once + One hand, palm open, front, moving rightwards, once.","Two hands, all fingers extended and pointing upwards, raised upwards repeatedly; One hand, palm open and facing front, going to the face once.","Two hands, open palms facing each other, moving repeatedly upwards and downwards; + One hand, thumb finger extended upwards, holding stationary.","None + One hand, hand with index finger extended, pointing upwards, moving up and down repeatedly.","Two hands, open hands with palms facing front, moving repeatedly together, once."
p_054,"One hand, open, front, waving from left to right repeatedly.","One hand, open hand with palm front, raised upwards, once.","One hand, open hand, raised upwards, once + One hand, palm, touching the mouth, stationary.","One hand, palm open and facing front, moving repeatedly leftwards and rightwards, repeatedly + One hand, palm open and facing front, raised upwards, stationary.","One hand, open hand, moving upwards and outwards repeatedly.","One hand, open hand, moving upwards repeatedly.","One hand, open hand with palm front, moving upwards and downwards repeatedly.","Two hands, open palms facing front, moving upwards repeatedly + Two hands, open palms facing front, moving downwards repeatedly."
p_055,"One hand, closed hand with fist, raised and moving, repeatedly.","One hand, open hand with palm front, raised upwards and downwards repeatedly.","One hand, hand closed in a fist, front, moving upwards and touching the mouth repeatedly.","One hand, hand open and facing forward, moving upwards and downwards, repeatedly.","One hand, open hand with palm facing front, moving repeatedly leftwards, repeatedly + One hand, open hand with palm touching forehead, stationary.","One hand, open hand, front, moving upwards, once + One hand, open hand, front, touching head, stationary + One hand, open hand, front, moving upwards, repeatedly.","One hand, open hand with all fingers extended, moving upwards and downwards repeatedly.","One hand, open hand, moving upwards and downwards repeatedly."
p_056,"One hand, index finger pointing up, raised upwards, once + One hand, open hand facing front, waving repeatedly, repeatedly.","One hand, all fingers extended pointing down, moving downwards, repeatedly.","One hand, index finger, pointing front, going to the face, once + One hand, open, facing front, moving downwards, once.","One hand, index finger extended pointing upwards, going to the mouth, once + One hand, open, facing front, moving downwards, once.","Two hands, open, front, moving, leftwards and rightwards, repeatedly.","One hand, open hand, moving leftwards, repeatedly.","One hand, open hand, raised upwards, repeatedly + One hand, closed hand, moving downwards, repeatedly.","Two hands, open and facing front, raised upwards repeatedly."
p_057,"One hand, index finger extended and pointing down, moving downwards repeatedly.","One hand, index finger, point up and front, raised upwards, once + One hand, hand close, touch the neck, moving repeatedly, repeatedly.","One hand, index and thumb fingers pinched, front, going upwards, once.","One hand, index finger extended pointing up, moving upwards, once + One hand, index finger extended pointing front, touching the mouth, once.","One hand, open palm facing forward, raised upwards, once.","One hand, open palm facing front, raised upwards, once + One hand, index finger pointing front, moving downwards, once.","One hand, index finger pointing up, raised upwards, once.","One hand, open hand with palm front, moving rightwards, once + One hand, open hand with palm front, going to the shoulder, once."
p_058,"One hand, open hand, moving upwards and downwards repeatedly.","One hand, open hand with palm facing down, moving downwards, repeatedly.","One hand, open palm facing front, raised upwards, once + One hand, all fingers, moving downwards, once.","One hand, open hand with all fingers extended, moving leftwards, repeatedly.","Two hands, open palms facing forward, moving forwards and backwards repeatedly.","Two hands, palms open and all fingers extended, facing front; moving forwards; once + Two hands, palms open and all fingers extended, facing front; moving repeatedly forwards and backwards; repeatedly.","One hand, open hand with palm front, raised upwards, repeatedly.","Two hands, open hands with palms front, moving repeatedly upwards and downwards, repeatedly + Two hands, open hands with palms front, going together in front of the face, once."
p_059,"One hand, all fingers extended, pointing front, moving downwards repeatedly.","One hand, index and thumb fingers pinched, front; moving downwards repeatedly.","One hand, open hand with all fingers extended, moving upwards and downwards repeatedly.","One hand, open hand with all fingers extended, moving upwards, repeatedly.","One hand, open hand with palm front, waving leftwards and rightwards, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, moving leftwards and upwards, repeatedly.","One hand, hand open, raised upwards, once + One hand, index finger extended, pointing upwards, stationary.","1, One hand, open hand with all fingers extended, raised upwards, repeatedly + 1, One hand, index finger extended, pointing forwards, stationary."
p_060,"One hand, open palm, front, raising upwards, repeatedly.","One hand, open palm facing forward, raised upwards once + One hand, open palm facing downwards, moving downwards repeatedly.","One hand, open hand, front, moving upwards repeatedly + One hand, index finger, front, going to the face once.","One hand, hand open and facing front, moving upwards, once + One hand, hand open and facing front, waving rightwards, repeatedly.","Two hands, palms open and facing each other, clapping together repeatedly.","Two hands, palms open and facing each other, moving together and apart, repeatedly.","One hand, index finger extended and pointing upwards, raised upwards, once.","Two hands, open palms facing front, moving together and apart, repeatedly."
p_061,"One hand, index finger extended, pointing upwards, raised upwards, once + One hand, index finger extended, pointing upwards, raised upwards, stationary.","One hand, index finger extended and pointing down, moving downwards, once.","One hand, palm open and facing front, raised to the face and going inwards, once.","One hand, open hand with palm facing front, going upwards, once.","One hand, open hand with palm facing front, raised forwards, once + One hand, closed hand with all fingers pointing forwards, moving downwards, once.","One hand, open hand, moving upwards and forwards, repeatedly + One hand, all fingers, pointing downwards, once.","One hand, index finger pointing upwards, raised upwards, once.","One hand, open hand, raised, once + One hand, index and thumb fingers, pinching, once."
p_062,"One hand, index finger pointing up and front, raised upwards, repeatedly.","One hand, index finger extended and pointing down, moving downwards, repeatedly.","One hand, open hand, raised upwards, repeatedly.","One hand, open hand with palm front, moving repeatedly from left to right, repeatedly.","Two hands, palms open and facing each other, moving upwards and outwards repeatedly.","Two hands, palms open and facing forward, raised upwards, once + Two hands, palms facing each other, moving together, repeatedly.","1, hand, open, front, raised, upwards, repeatedly.","One hand, open hand, front, raising upwards repeatedly."
p_063,"One hand, all fingers curved and pointing forward, moving forwards, once + One hand, thumb finger extended and pointing upwards, stationary, once.","One hand, index and thumb fingers pinched, front; going downwards; once.","One hand, all fingers extended and palm facing front, moving repeatedly upwards and downwards, repeatedly.","One hand, open hand with palm facing front, moving leftwards, once.","Two hands, palms open and facing front, moving repeatedly from side to side, repeatedly.","One hand, open palm, front, moving leftwards and rightwards repeatedly.","One hand, open palm facing front, raised upwards, once.","Two hands, open palms, front; moving repeatedly towards each other; repeatedly."
p_064,"One hand, palm open and facing forward, moving inwards, repeatedly.","One hand, open hand with palm facing down, moving downwards, repeatedly.","One hand, open hand, front, moving upwards, repeatedly.","One hand, all fingers extended and palm facing forward, opening outwards, once.","One hand, open hand with all fingers extended, raising upwards, once.","One hand, open palm facing front, raised upwards, once.","One hand, index finger extended and pointing upwards, raised upwards, stationary.","One hand, open hand with all fingers extended, moving upwards and downwards repeatedly."
p_065,"One hand, open hand with palm, moving upwards, once + One hand, open hand with palm, going to the ear, stationary.","Two hands, palms open and facing each other, moving downwards and upwards repeatedly.","One hand, index finger extended and pointing upwards, raised and going to the mouth, once + One hand, index finger extended and pointing upwards, lowered, once.","One hand, index finger extended and pointing upwards, going to the mouth, once + One hand, palm open and facing forward, moving upwards, once.","Two hands, palms open and facing front, raised and going towards the face, once + Two hands, palms open and facing front, stationary touching the face, stationary.","Two hands, all fingers extended and curved, front, going upwards, once + Two hands, palms facing each other, front, clapping, repeatedly.","One hand, open palm facing forward, raised upwards, once.","One hand, open palm facing front, waving rightwards, repeatedly."
p_066,"One hand, open hand, raised upwards, once + One hand, palm, touching head, stationary.","One hand, open palm facing front, raised upwards, once.","One hand, index and thumb fingers pinched and pointing forwards, going to the mouth, once.","One hand, open hand with all fingers extended and palm facing front, moving rightwards, repeatedly.","One hand, open hand with palm facing front, raised upwards, once.","Two hands, palms open and facing up, moving upwards and outwards repeatedly.","One hand, open palm, front, raising upwards, once.","One hand, open palm, front, moving leftwards, once."
p_067,"One hand, open hand with palm facing down, raised upwards, once + One hand, fist with all fingers pointing down, moving downwards repeatedly.","One hand, open hand, front, moving downwards repeatedly.","One hand, all fingers curved and pointing down, moving downwards repeatedly.","One hand, closed hand with index finger extended pointing upwards, moving downwards repeatedly.","One hand, open hand, front, opening, upwards, once.","One hand, open hand with palm facing front, raised upwards, once + One hand, open hand with palm facing down, moving downwards repeatedly.","One hand, open hand with palm facing front, moving upwards and downwards, repeatedly.","One hand, hand open with thumb finger extended and all other fingers closed, front; raising upwards; once."
p_068,"One hand, index finger extended pointing up, raised upwards, once + One hand, index finger extended pointing to the right side of the face, going to touch the face, once.","One hand, index finger extended and pointing up, raised upwards, once + One hand, index finger extended and pointing down, going downwards, once.","One hand, index finger, pointing up and front, going to touch the mouth, once + Two hands, index and thumb fingers, pinching front, moving to cross each other, once.","One hand, index finger extended and pointing front, going to touch the chin, once + One hand, thumb finger extended and all fingers closed, pointing upwards, raised upwards, stationary.","One hand, index finger extended and pointing upwards, raised upwards, once + Two hands, palms open and facing front, moving to cross each other in front of the body, once.","One hand, index finger extended and pointing upwards, raised to the front, once + One hand, all fingers extended and thumb finger extended upwards, raised to the front, stationary.","One hand, open hand with palm front, raising upwards repeatedly.","One hand, open hand with palm front, raised upwards repeatedly."
p_069,"One hand, open hand with palm front, moving upwards, repeatedly.","One hand, open hand, front, is waving upwards and downwards repeatedly.","One hand, palm open and facing forward, moving rightwards, repeatedly + One hand, index finger extended and pointing forward, moving towards the left eye, once.","One hand, open palm, front, moving rightwards, once.","One hand, open hand, raised upwards, once.","One hand, open hand, front, raised upwards, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, moving leftwards, once.","Two hands, palms open and facing front, moving leftwards and rightwards repeatedly."
p_070,"One hand, open hand with extended fingers, moving upwards, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, moving from right to left, once.","Two hands, open hands with palms facing each other, moving repeatedly towards each other, repeatedly + Two hands, back hands stacked with fingers extended front, holding stationary.","Two hands, palms open and facing front, clapping repeatedly.","Two hands, palms open and facing down, moving downwards and touching each other + Two hands, palms open and facing down, stationary, with small variances in hand pose and position, stationary.","Two hands, palms open and facing each other, moving together and apart repeatedly.","One hand, index finger extended and pointing upwards, raised upwards, once.","One hand, index finger extended and pointing forward, moving leftwards, repeatedly."
p_071,"One hand, all fingers extended front, opening, once.","One hand, open hand with palm facing up, raised forwards, once + One hand, index finger extended and pointing forward, moving forwards, once.","One hand, all fingers closed and palm facing front, moving upwards once + One hand, index and thumb fingers extended and facing front, going to the mouth once.","One hand, all fingers closed in a fist, front, going to the face and touching the cheek repeatedly.","One hand, open palm, front; raising upwards, once + One hand, index finger, front; moving downwards, once.","One hand, open hand with palm front, raised forwards, once + One hand, open hand with palm front, opening outwards, once.","One hand, open hand with all fingers extended, raised upwards, once.","One hand, open palm, facing forward, waving repeatedly."
p_072,"One hand, index and thumb fingers pinched and pointing front, opening outwards, once.","One hand, open hand with all fingers extended, moving forwards, once + One hand, open hand with all fingers extended, moving downwards, repeatedly.","One hand, open palm, front, moving upwards, once + One hand, open palm, front, going to the mouth, once.","Two hands, palms open and facing each other, moving upwards to the face and touching the face, once + Two hands, palms open and facing front, spreading apart, stationary.","Two hands, palms open and facing each other, raised and going upwards to the face, once.","Two hands, all fingers extended and curved, facing front; raising upwards to the face level, once.","One hand, index finger extended and pointing upwards, raised upwards, stationary.","One hand, index finger extended and pointing front, moving leftwards, once + One hand, index finger extended and pointing front, touching the neck, stationary."
p_073,"One hand, index finger extended and pointing front, moving repeatedly forwards and backwards, repeatedly.","One hand, index finger extended pointing front, moving upwards, once.","One hand, palm open and facing up, moving upwards and downwards repeatedly.","One hand, open hand with palm facing upwards, moving upwards, once.","One hand, hand open, front; raising upwards once + One hand, hand open, front; waving repeatedly.","One hand, hand closed in a fist with index finger extended and pointing upwards, is moving repeatedly upwards and downwards, repeatedly.","One hand, hand open, raised and moving upwards, repeatedly + One hand, index finger extended and pointing upwards, raised and stationary.","Two hands, palms open and facing each other, moving to clap together repeatedly."
p_074,"One hand, open palm facing forward, moving repeatedly forwards, repeatedly.","One hand, open hand with palm front, moving upwards, once.","One hand, open hand with all fingers extended and palm facing front, moving upwards to the face, once.","One hand, open hand with all fingers extended and palm facing forward, raised and moving forward, repeatedly + One hand, index finger extended and pointing upwards, going to the mouth, once.","One hand, open hand with all fingers extended, moving forwards and backwards repeatedly.","One hand, closed hand with index finger extended and pointing forward, moving repeatedly forwards, repeatedly + One hand, open hand with all fingers extended and palm facing forward, holding stationary in front of the face, stationary.","One hand, open hand with palm front, waving rightwards, repeatedly.","One hand, open hand, front, waving repeatedly."
p_075,"One hand, all fingers open and curved, front, is going to the right ear, once.","One hand, open hand, raised upwards, once + One hand, open hand, moving downwards, repeatedly.","One hand, hand open and curved, front, going to the face, once.","One hand, palm open and facing forward, moving outwards, once.","One hand, open hand with palm facing forward, moving downwards, once + One hand, index finger extended and pointing down, moving downwards, once.","Two hands, open hands with all fingers extended, facing front; raised to the sides of the head, stationary.","One hand, index finger extended and pointing upwards, raised to the head, once.","Two hands, open and facing up, raised upwards, once."
p_076,"One hand, open hand with palm down, moving downwards, once.","One hand, open hand with all fingers extended, raised upwards, repeatedly.","Two hands, all fingers extended and curved, front, moving upwards repeatedly + Two hands, index and thumb fingers extended and curved, front, holding stationary.","Two hands, all fingers extended and curved, front, going to the face, once.","Two hands, open palms facing front, raised upwards, once + Two hands, open palms touching the eyes, stationary, once.","Two hands, open palms, front, going to touch the face, once + Two hands, open palms, front, going downwards, once.","One hand, open hand, front, raised upwards repeatedly.","Two hands, all fingers extended with index and little fingers pointing upwards, raising upwards repeatedly."
p_077,"One hand, all fingers closed in a fist, front, raised upwards, once + One hand, all fingers extended with thumb up, front, raised upwards, once.","One hand, hand open with thumb finger extended up and all other fingers closed, raised forwards, once + One hand, hand closed with index finger extended forwards, moving repeatedly forwards, repeatedly.","One hand, all fingers open and palm facing forward, moving upwards, once + One hand, index and thumb fingers pinched and facing forward, moving towards the mouth, once.","One hand, index and thumb fingers pinched and pointing forward, moving upwards, once.","One hand, open hand, raised and moving upwards and downwards repeatedly.","One hand, open hand, raised upwards, repeatedly + One hand, open hand, touching the face, once.","One hand, index finger extended and pointing upwards, raised upwards, repeatedly.","One hand, open hand with all fingers extended, front, waving repeatedly."
p_078,"One hand, all fingers open and extended, front, raised upwards repeatedly.","One hand, palm open and facing front, raised upwards, repeatedly.","One hand, palm open and facing front, moving inwards, once + One hand, palm open and facing front, touching mouth, stationary.","One hand, open palm facing front, moving upwards to the mouth, once.","One hand, palm open and facing front, going upwards, once + One hand, palm open and facing front, stationary, once.","One hand, open hand, front, raising and waving rightwards, repeatedly + One hand, index finger, front, moving up and down, repeatedly.","One hand, open hand, raised upwards, once.","One hand, thumb and little finger extended, front, raised upwards, once + One hand, thumb and little finger extended, front, going downwards, once."
p_079,"One hand, open hand, raised upwards, once.","One hand, open hand with all fingers extended, raised upwards, once + One hand, open hand with all fingers extended, going to the face, once.","One hand, all fingers closed and pointing inwards, going to the face, once + One hand, palm open and facing upwards, moving upwards, once.","One hand, open hand, raised upwards; moving repeatedly upwards and downwards; repeatedly.","One hand, open palm facing front, raised upwards, once.","One hand, open hand with palm facing forward, waving from left to right, repeatedly.","One hand, index finger pointing upwards, raised upwards, once.","One hand, open hand, raised and moving upwards, repeatedly."
p_080,"One hand, index finger extended and pointing up, raised and going forwards, once.","One hand, index finger extended and pointing front, moving downwards, repeatedly + One hand, index finger extended and touching the face, stationary.","One hand, index finger extended and pointing up, raised upwards, once + One hand, index finger extended and pointing forward, moving leftwards, once.","One hand, open hand with all fingers extended and palm facing forward, moving upwards, repeatedly + One hand, index finger extended and pointing upwards, stationary.","One hand, open palm facing front, raised forwards, once.","One hand, palm open and facing up, raising upwards repeatedly; + One hand, index finger extended and pointing forward, going towards the face once.","One hand, index finger extended and pointing up, raised upwards, once + One hand, index finger extended and pointing towards the face, going towards the face, once.","One hand, open hand, moving upwards and outwards, repeatedly."
p_081,"One hand, open palm, front, raised upwards repeatedly + One hand, closed fist, front, stationary.","One hand, palm open and facing down, moving downwards, once + One hand, index finger extended and pointing upwards, touching head, once.","1, index and thumb fingers, pinch, going towards the mouth, once.","One hand, all fingers extended and curved, front, moving upwards, once + Two hands, all fingers extended and curved, front, moving upwards, once.","One hand, open hand with palm front, raised upwards repeatedly + One hand, open hand with palm front, moving rightwards once.","One hand, open hand, raised upwards, repeatedly.","One hand, index finger extended and pointing upwards, moving upwards, once + One hand, open and facing front, waving repeatedly, repeatedly.","One hand, open palm facing front, raised upwards, once."
p_082,"One hand, open hand, front, moving, leftwards, repeatedly.","One hand, open hand, moving repeatedly from left to right, repeatedly.","One hand, open hand with palm front, moving upwards, repeatedly.","Two hands, palms open and facing front, clapping together repeatedly.","One hand, open hand, moving forwards, repeatedly.","One hand, open hand, moving upwards and downwards repeatedly.","Two hands, palms open and facing each other, clapping, repeatedly + One hand, index finger extended and pointing upwards, moving upwards, once.","Two hands, palms open and facing each other, moving to clap together repeatedly."
p_083,"One hand, open palm facing front, waving leftwards and rightwards, repeatedly.","One hand, open hand, moving leftwards and rightwards, repeatedly.","Two hands, palms open and facing each other, moving repeatedly towards each other, repeatedly + Two hands, palms touching and fingers interlaced, stationary.","One hand, open hand with all fingers extended facing front, moving upwards and downwards, repeatedly.","Two hands, open palms, front, moving repeatedly downwards, repeatedly.","Two hands, palms and all fingers, open and facing front, moving upwards and downwards repeatedly.","One hand, open hand, moving upwards, once.","One hand, open hand, waving leftwards and rightwards, repeatedly + One hand, index finger, pointing upwards, once."
p_084,"One hand, index finger extended and pointing upwards, raised and touching the head, stationary.","One hand, open palm, front, raising upwards, once.","One hand, index finger extended and pointing upwards, going to touch the mouth, once.","One hand, open palm, front, moving downwards, once.","One hand, open palm, front, raising upwards repeatedly + One hand, open palm, front, moving leftwards, once.","One hand, open hand, moving upwards, once.","One hand, index finger, pointing up, raised upwards, once.","One hand, open hand with all fingers extended, moving upwards, repeatedly."
p_085,"One hand, open hand with all fingers extended, raised upwards, once + One hand, index finger extended and pointing up, raised upwards, stationary.","One hand, index finger extended pointing down, going downwards, once + One hand, open hand with palm facing down, moving downwards repeatedly.","One hand, open hand, raised upwards, once + One hand, all fingers, pointing downwards, moving repeatedly.","One hand, open hand with all fingers extended, raised upwards, repeatedly.","One hand, open hand, front, waving rightwards repeatedly.","One hand, open palm facing forward, waving rightwards, repeatedly.","One hand, open hand with palm front, raised upwards repeatedly.","One hand, open hand with palm facing forward, raised upwards, repeatedly."
p_086,"One hand, open hand with palm front, waving upwards and downwards repeatedly.","One hand, open hand with palm front, raised upwards, repeatedly.","One hand, open hand, front, moving leftwards, repeatedly.","Two hands, palms open and facing each other, moving together and apart, repeatedly.","Two hands, open hands with all fingers extended, moving repeatedly, outwards.","One hand, open hand, moving upwards and downwards repeatedly.","One hand, open hand with all fingers extended, waving upwards repeatedly. + One hand, index finger extended pointing up, stationary.","One hand, open hand, raised and moving upwards and downwards repeatedly."
p_087,"One hand, palm open and facing upwards, raised and going upwards, once.","One hand, index and thumb fingers pinched, front, moving upwards, once.","One hand, hand open and facing in, going to the mouth, once + One hand, hand closed and facing in, going downwards, once.","One hand, open palm facing up, raised to the mouth and touching it, once + One hand, open palm facing up, holding stationary, once.","One hand, open palm facing front, raised upwards, once.","One hand, open hand with palm front, waving repeatedly.","One hand, all fingers open and facing front, raised upwards, once.","One hand, open hand, raised upwards, once + Two hands, palms, going together, repeatedly."
p_088,"One hand, hand closed in a fist with index finger extended upwards and facing forward, raised upwards, stationary.","One hand, closed hand with index finger extended and pointing upwards, raised upwards, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, raised upwards, once + One hand, index finger extended and pointing upwards, moving downwards, once.","One hand, open hand with palm front, raised upwards, repeatedly.","One hand, open hand, moving upwards, once.","One hand, open palm facing front, raised upwards, once.","One hand, index finger pointing up, raised upwards, once.","One hand, open hand with palm facing front, waving leftwards and rightwards, repeatedly + One hand, open hand with palm facing down, holding stationary, once."
p_089,"One hand, index finger pointing up, raised upwards, once.","One hand, hand closed in a fist, front, is moving downwards repeatedly.","Two hands, palms open and facing front, moving together, once + Two hands, index and thumb fingers extended and facing front, holding stationary, once.","One hand, with all fingers closed except the thumb finger extended upwards and facing forward, is raised upwards, stationary. + One hand, with index finger extended and facing forward, is moving downwards, once.","Two hands, palms open and facing front, moving upwards and crossing each other in front of the face, once.","Two hands, all fingers extended and open, front; moving upwards and outwards; once + Two hands, all fingers extended and open, front; moving downwards and inwards; once.","One hand, open hand, raised; moving upwards repeatedly.","One hand, open hand, raised up and facing forward, waving downwards repeatedly."
p_090,"One hand, open hand, front; raised and going to the right ear, once + One hand, index finger, front; pointing upwards, repeatedly.","One hand, open hand with all fingers extended and palm facing the head, raised and touching the ear, stationary + One hand, closed hand with all fingers flexed and pointing down, moving downwards repeatedly.","One hand, open hand, moving forwards, once.","One hand, open hand with palm front, moving outwards repeatedly.","One hand, open hand with all fingers extended, moving forwards, once.","One hand, open palm facing front, moving forwards, once.","One hand, open hand with index finger extended and pointing upwards, moving repeatedly upwards and downwards, repeatedly.","One hand, open hand, raised and moving upwards, repeatedly."
p_091,"One hand, palm open and facing front, raised upwards repeatedly.","One hand, palm open and facing down, moving downwards, repeatedly.","One hand, open hand with all fingers extended facing forward, moving downwards, repeatedly.","One hand, open hand, raised upwards, once.","Two hands, palms open and facing each other, moving together and apart, repeatedly.","Two hands, open hands with all fingers extended, moving upwards and downwards repeatedly.","One hand, open hand with palm facing front, raised upwards, repeatedly.","One hand, open palm facing forward, raised upwards and outwards, repeatedly."
p_092,"One hand, index finger extended and pointing front, raised upwards, once.","One hand, open hand with all fingers extended, front; moving downwards; once. + One hand, open hand with all fingers extended, front; moving towards the mouth; once.","One hand, index finger extended and pointing up, going to the face, once.","One hand, hand open and facing front, going towards the face, once.","Two hands, all fingers curved and pointing inwards, moving repeatedly inwards and outwards, repeatedly.","Two hands, all fingers curved and facing front, raised and going inwards, once.","One hand, open palm facing front, raised upwards, once.","Two hands, palms open and facing front, moving together, repeatedly."
p_093,"Two hands, palms open and facing each other, clapping together repeatedly.","One hand, open hand with all fingers extended, moving leftwards repeatedly.","Two hands, palms open and facing front, raising upwards, once + Two hands, palms open and facing front, clapping together, repeatedly.","Two hands, open palms facing front, moving together, repeatedly.","Two hands, open hands, front, moving from the center outwards repeatedly.","Two hands, open palms facing forward, moving from left to right repeatedly.","One hand, open hand with all fingers extended, waving from left to right repeatedly.","One hand, open hand, moving repeatedly, leftwards and rightwards, repeatedly."
p_094,"One hand, index finger extended and pointing upwards, moving downwards repeatedly.","One hand, open hand with all fingers extended, moving upwards repeatedly.","One hand, open palm facing front, raised to the mouth and touching it, stationary.","One hand, open hand, raised to the mouth, once.","One hand, open hand with all fingers extended, waving leftwards and rightwards repeatedly. + One hand, closed hand with index finger extended, moving upwards and downwards repeatedly.","One hand, index finger pointing upwards, raised upwards, once + One hand, open hand with all fingers extended facing front, opening outwards, once.","One hand, open hand with palm front, moving leftwards and upwards, repeatedly.","Two hands, palms open and facing each other, clapping together repeatedly. + Two hands, palms open and facing front, crossing each other in front of the body, stationary. + Two hands, palms open and facing each other, clapping together repeatedly."
p_095,"One hand, open palm, front, going to the face, once + Two hands, index fingers, front, pointing upwards, stationary.","One hand, palm open and facing down, moving downwards repeatedly; + One hand, all fingers extended and pointing to the right, touching the right ear, stationary.","One hand, open palm, front, moving repeatedly, upwards, repeatedly + One hand, open palm, front, going to the mouth, once + One hand, open palm, front, moving repeatedly, downwards, repeatedly.","One hand, open palm, front, moving upwards to the mouth, once + One hand, open palm, front, moving downwards, once.","Two hands, palms open and facing each other, moving upwards and inwards, repeatedly + Two hands, palms open and facing front, holding stationary position with one hand above the other, stationary.","Two hands, palms open and facing up, moving upwards repeatedly; Two hands, palms open and facing front, going to touch face once.","One hand, open hand, front, moving upwards and downwards repeatedly.","One hand, thumb finger extended and pointing upwards, raised upwards, once + One hand, index and thumb fingers extended and curved with the palm facing front, moving from the ear to the front, once + One hand, palm open and facing downwards, moving downwards, once."
p_096,"One hand, open hand with index finger extended pointing upwards, moving upwards, repeatedly.","One hand, all fingers extended and pointing downwards, moving downwards repeatedly.","One hand, hand open and facing front, moving repeatedly, repeatedly.","One hand, hand open and facing front, raised upwards, once.","One hand, open hand with all fingers extended, moving leftwards and rightwards repeatedly.","One hand, open hand with palm front, waving from left to right repeatedly.","One hand, open hand with palm front, moving upwards repeatedly.","One hand, open hand with all fingers extended, waving leftwards and rightwards repeatedly."
p_097,"One hand, index and thumb fingers pinched, front; moving forwards; once.","One hand, open hand, raised and moving repeatedly outwards, repeatedly + One hand, index finger, pointing forwards, stationary.","One hand, index finger extended pointing front, going to touch the face, once + One hand, index finger extended pointing front, touching the face, stationary.","One hand, open hand with palm facing down, moving downwards, repeatedly + One hand, open hand with palm facing front, raised upwards, once.","One hand, open palm facing front, raised upwards, once.","One hand, open hand with all fingers extended, raised and facing forwards; moving repeatedly downwards, repeatedly.","One hand, index finger, pointing up, raised upwards, once.","One hand, open hand, raised; moving upwards, repeatedly + One hand, index finger, pointing up; raised upwards, stationary."
