id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_047,"The right hand, with fingers extended and palm facing forward, moves upward and then downward.","The right hand moves up, palm down, fingers extended and together, until it is above the forehead, then it remains still.","The right hand, with fingers extended and together, moves from a lower position to an upward position, slightly rotating at the wrist.","The right hand, with fingers extended and separated, moves from right to left in front of the body, then the hand closes into a fist and moves towards the neck.","The right hand, with fingers extended and palm facing forward, moves towards the face, then the thumb and index finger pinch together.","The user raises both hands, palms facing forward with fingers extended, then moves them towards the face, and finally touches the fingertips together.","The right hand, with fingers extended and palm facing forward, moves upward and then downward.","The user raises both hands, palms facing inward, and crosses the forearms in front of the face."
p_048,"The user starts with both hands clasped together, then raises the right hand to the face, forming a circle with the thumb and index finger, and finally returns the hand to the initial position.","The user raises the right hand with the index finger extended and pointing upwards, while the left hand moves repeatedly up and down with the fingers flexed.","The user repeatedly claps their hands together in front of their chest, then moves both hands to the sides of their head, with fingers pointing upwards.","The user moves both hands upwards with fingers flexed, then repeatedly touches the head near the ears with the fingertips, and finally returns the hands to the initial position.","The right hand, with fingers extended and together, moves up to cover the eyes, then moves away from the face.","The user claps their hands together, then raises their right hand above their head with fingers extended.","The right hand, with fingers extended and palm facing forward, moves upward.","The user claps his hands together, then raises his right hand and moves it repeatedly towards his right shoulder."
p_049,"The right hand, with fingers extended and together, moves towards the right ear, touching it.","The user raises their right hand, palm forward with fingers extended, while the left hand touches the side of the head.","The hand, with fingers together, moves towards the mouth, touching the lips with the fingertips.","The right hand, with fingers extended and together, moves from the front to the right side of the head, touching the ear, and then moves away from the head.","The hands move upwards, crossing each other at the wrists in front of the face, with fingers extended and pointing upwards.","The user moves both hands forward with fingers extended and palms facing forward, then moves them apart to the sides.","The right hand raises up with fingers extended and palm facing forward, then lowers down.","The right hand, with fingers extended and together, moves from right to left in a waving motion."
p_050,"The right hand, with fingers extended and slightly separated, moves from a palm-down orientation to a palm-up orientation.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion.","The right hand moves towards the face with fingers pinched together, then both hands move outwards with fingers pinched together.","The right hand, with fingers extended and together, moves upward and rotates at the wrist.","The user moves both hands forward with palms facing forward and fingers extended, then rotates the hands inward while moving them closer together.","The user claps their hands together and then raises both hands, extending all fingers and waving them from side to side.","The right hand, with fingers initially flexed, extends the index finger upwards while the other fingers remain flexed.","The right hand, with fingers extended and slightly separated, moves from right to left in a waving motion."
p_051,"The right hand, with fingers flexed towards the palm, moves upwards and the index finger extends and moves repeatedly forward and backward.","The right hand, with fingers flexed, moves forward and backward, as if pinching something in the air.","The right hand, with fingers together, moves from the chest to the mouth, touching the lips, and then moves away.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the face, touching the mouth area.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The right hand, with fingers extended, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and together, moves upward away from the body, then returns to the initial position.",The user moves a closed fist up and down.
p_052,"The user raises their right hand, palm open and fingers extended, and moves it repeatedly up and down in front of their face.","The right hand, with fingers extended and together, moves upwards in front of the face, stopping above the forehead.","The right hand, with fingers together, moves up to touch the mouth and nose area, then moves down to the neck, and finally both hands clap together.",The user claps his hands together and then raises his right hand to his right ear.,"The user claps his hands together, then raises his right hand to his face, covering his eyes with his palm.","The right hand, with fingers extended and palm facing the face, moves from the neck to the forehead, then sweeps upward and to the right.","The user raises their right hand, extending all fingers, with the palm facing forward.","The right hand, with fingers extended, moves upward and away from the body."
p_053,"The user claps their hands together, then raises one hand to their ear, with fingers extended and palm facing forward, and then lowers it.",The user touches the ears with both hands while pointing downwards with the right index finger.,"The user claps their hands together, then extends the index finger of the right hand while touching the right side of the face with the other fingers.","The right hand moves to cover the mouth, then moves away and extends with the palm facing up and fingers pointing to the right.","The user raises both hands with extended index fingers pointing upwards, then lowers one hand while extending the index finger forward, and finally brings the other open hand to the face.","The user raises both hands, extends the index fingers, points them upwards, and then moves one hand to form a thumbs-up gesture.","The right hand, with fingers initially flexed, extends the index finger upwards while moving the hand up and down.",The user claps their hands together in front of their body.
p_054,"The right hand waves with fingers extended, then the index finger extends upwards while the other fingers curl into a fist.","The hand, with fingers extended and separated, moves upward and then downward, oriented with the palm facing forward.","The right hand, with fingers extended and together, moves from the chest to the mouth, touching it, and then moves away.","The user touches the neck with the fingers of the right hand, then moves the hand to the mouth, and finally waves the open hand from right to left.","The user raises their right hand, with fingers extended and palm facing forward, and moves it from side to side.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The user raises both hands with fingers extended and palms facing forward, then repeatedly moves them up and down, and finally brings them together in front of the chest with fingers interlaced."
p_055,"The right hand, with a closed fist, moves repeatedly up and down near the right shoulder.","The right hand, with fingers extended and palm facing forward, moves up and down repeatedly.","The right hand, with fingers flexed into a fist, moves repeatedly up and down in front of the face, touching the mouth area.","The right hand, with fingers extended and together, moves repeatedly towards the neck.","The right hand, with fingers extended and palm facing forward, moves repeatedly towards the face, eventually covering the eyes.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in front of the face, eventually touching the forehead.","The right hand, with fingers extended and together, moves repeatedly from right to left in a waving motion.","The right hand, with fingers extended, moves repeatedly from right to left."
p_056,"The right hand, with fingers flexed except for the index, moves upwards, pointing to the ceiling.","The right arm is raised, the hand is open with fingers extended, and then the arm moves downwards while the index finger points down.","The right hand with extended index finger moves towards the face, touches the nose, and then moves away from the face while the hand rotates.","The right hand, with closed fingers, moves up to touch the lips and then moves away.","The user waves their right hand, with fingers extended and palm facing forward, moving it from right to left.","The user waves their right hand from right to left, with fingers extended and palm facing forward.",The hand with extended fingers moves upward and then repeatedly flexes at the wrist.,"The user raises both hands, crosses the forearms in front of the face, and then lowers them."
p_057,"The right hand, with fingers flexed, moves repeatedly downward.","The right hand, with fingers flexed, moves repeatedly towards the chin.","The right hand, with fingers extended and thumb up, moves vertically up and down.","The right hand, with fingers flexed, moves upwards towards the mouth.","The right hand, with fingers extended and palm facing forward, moves away from the body.","The right hand, initially with fingers flexed, extends the fingers and palm forward, then flexes the fingers into a fist and moves the hand down.","The right hand moves upward, extending the index finger while the other fingers are folded, then the hand moves downward.","The right hand, with fingers extended and palm facing forward, moves horizontally to the right, then the index finger extends while the other fingers curl into a fist, pointing to the right, and finally the hand touches the right shoulder."
p_058,"The hand, initially with fingers extended and palm down, moves upward while the fingers flex and extend repeatedly.","The hand starts as a fist and then opens up with the palm facing down, moving downwards.","The hand, with fingers extended and palm facing forward, moves slightly to the right and then retracts, flexing the fingers.","The hand, with fingers extended and palm facing forward, moves from side to side.","The user raises both hands with palms forward, fingers extended, and then lowers them while wiggling the fingers.","The user raises both hands, palms facing forward with fingers extended, then moves them towards the camera until they obscure the face, and finally retracts them.","The right hand, with fingers extended and palm forward, moves up and down.","The hands, with fingers extended, move repeatedly towards each other in a clapping motion, eventually covering the face."
p_059,"The right hand, with fingers extended and together, moves repeatedly up and down.","The hand moves forward with the thumb and index finger close together, as if holding a small object.","The hand, with fingers extended, moves from a lower position upwards and then downwards, while the wrist rotates slightly.","The right hand, with fingers extended and together, moves from near the body outwards and upwards, rotating slightly.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.",The right hand moves up and down with the fingers extended and separated.,"The right hand, with a closed fist and extended index finger pointing upwards, moves slightly up and down.","The hand, initially open with fingers extended, closes into a fist, then the index finger extends and points upwards."
p_060,"The right hand, with fingers extended and palm facing forward, moves upwards and rotates slightly.","The right hand, with fingers extended and palm facing forward, moves upward and then downward in a waving motion.","The hand, with fingers extended, moves from a palm-down position to a vertical position, then the index and thumb pinch together, and the hand moves to touch the face near the mouth.","The hand, initially closed in a fist, opens to a flat hand with fingers extended and oriented upwards, and then moves repeatedly from side to side.","The user claps their hands together, moving one hand up and down to meet the other.",The user claps their hands together repeatedly in front of their body.,"The right hand, with a closed fist and extended index finger pointing upwards, moves towards the face, stopping near the forehead.","The user moves both hands up and down, clapping them together in front of the chest."
p_061,"The right hand, with a closed fist and extended index finger pointing upwards, moves from the cheek to above the head.","The right hand, initially near the face, moves downwards with the index finger extended.","The right hand, with fingers together, moves from the mouth to the right cheek.","The hand, initially covering the mouth, moves away from the face with fingers extended and oriented upwards, performing a waving motion.","The user extends their right hand forward with fingers extended, then retracts it and moves the index finger up and down.","The hand, with fingers extended and palm facing forward, moves from the body outwards, then the fingers flex and extend repeatedly.","The user raises the index finger of the right hand, pointing upwards.","The right hand, with fingers extended and slightly separated, moves upward and rotates slightly."
p_062,"The right hand, with fingers flexed into a fist except for the index finger extended and pointing upwards, moves up and down slightly.","The right hand, with fingers flexed into a fist and the index finger extended, moves downward.","The right hand, with fingers extended and slightly separated, moves upward and oscillates from side to side.","The right hand, with fingers extended and palm facing forward, moves from side to side.","The user starts with both hands together, fingers extended, then moves them apart and upwards, maintaining the extended fingers.","The user raises both hands with fingers extended, then brings them together in front of the face, clapping repeatedly.","The right hand, with fingers extended and palm facing forward, moves from the waist up to shoulder height, performing a waving motion.","The hand, with fingers extended and together, moves from a lower position to an elevated one, then the fingers flex and extend repeatedly."
p_063,"The hand, with fingers extended and palm facing forward, moves from left to right, then the thumb bends forward.","The right hand, with fingers flexed towards the palm, moves forward and backward repeatedly.","The right hand, with fingers extended and together, moves repeatedly up and down.","The right hand, with fingers extended and separated, moves from a palm-down orientation to a palm-forward orientation.","The right hand, with fingers extended, moves repeatedly from right to left in front of the body.","The hand, with fingers extended and palm facing forward, moves from the side to the front, stopping in a vertical position.","The right hand, with fingers extended and together, moves upward and slightly to the right, as if waving.","The user moves both hands from a palms-up position to clapping them together in front of the chest, ending with the palms pressed together and fingers pointing upwards."
p_064,"The hand, with fingers extended and together, moves from a tilted position to an upright position, rotating at the wrist.","The right hand, with fingers extended and together, moves up and down in a chopping motion.","The right hand, with fingers extended and together, moves up and down.","The hand starts with the fingertips pinched together, then the hand opens up with the palm facing forward.","The hand, with fingers extended and palm facing forward, moves upwards and remains still.","The hand, with fingers extended and palm facing forward, moves from the side of the body towards the face.",The right hand raises with the index finger extended upwards while the other fingers are folded.,"The right hand, with fingers extended and together, moves repeatedly from side to side."
p_065,"The right hand, with fingers extended and palm facing the head, moves towards the right ear.","The user moves both hands up and down with palms facing each other, then claps them together.","The right hand, with fingers flexed into a fist, extends the index finger vertically, moving it up to touch the lips, and then returns to the initial position.","The right hand, initially closed with the index finger extended and pointing upwards near the face, opens into a flat palm facing forward.","The user raises both hands, palms facing the face, and covers the eyes.","The user moves both hands from a clasped position to an open position in front of the face, then claps them together repeatedly before returning to the clasped position.","The right hand, with fingers extended and together, moves upwards and away from the body, then returns to the initial position.","The right hand, with fingers extended and together, moves from right to left in a waving motion."
p_066,"The right hand, with fingers extended and palm facing forward, moves towards the right side of the head, then the fingers pinch together as the hand moves away.","The right hand, with fingers extended and palm facing down, moves upwards and downwards.","The right hand, with fingers initially curled, moves towards the face, touches the chin, and then extends the index finger upwards.","The right hand, with fingers extended and together, moves upward and forward, then stops.","The right hand, with fingers extended and palm facing forward, moves from right to left.","The right hand, with fingers together, moves from the front of the body towards the right side, while rotating the wrist.","The right hand, with fingers extended and palm facing forward, moves upward and slightly to the right.","The right hand, with fingers extended and together, moves repeatedly from right to left in a chopping motion, then rests on the left arm."
p_067,"The right hand, with fingers extended and palm down, moves upward and then repeatedly downward.","The right hand, with fingers extended and palm down, moves upwards and downwards repeatedly.","The right hand, with fingers together, moves repeatedly up and down in front of the face.","The right hand, with fingers flexed into a fist, moves up and down in front of the face.","The hand, initially open with palm down, closes into a fist, then opens with palm forward and fingers extended, and finally returns to the initial position.","The right hand raises up with fingers extended and palm facing forward, then rotates downward and moves repeatedly down.","The user raises his right hand, with fingers extended and palm facing forward, up to head level, and then lowers it back down.","The right hand, initially with a closed fist, extends the thumb upwards, maintaining the other fingers closed, and moves forward."
p_068,"The right hand, with fingers initially flexed, extends the index finger upwards, pointing to the top, while the other fingers remain flexed, and then the index finger touches the right temple.","The right hand, with fingers flexed into a fist except for the extended index finger pointing upwards, moves downwards.","The user touches the chin with the index finger of the right hand, then both hands with extended index fingers move towards each other until they cross.","The right hand, with a closed fist and the thumb extended upwards, moves from the chin level to the upper chest level.","The user raises the right hand with the middle finger extended, then claps both hands together several times, and finally crosses both forearms in front of the body with open palms.","The right hand, initially with fingers flexed, extends the index finger upwards, then flexes the other fingers to form a fist with the thumb extended upwards.","The right hand, with fingers extended, moves up and down repeatedly.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion."
p_069,"The right hand, with fingers extended and together, moves upward in a waving motion.","The right hand, with fingers extended and together, moves upward and forward, then lowers and returns to its initial position.","The right hand, with fingers extended and palm facing down, moves horizontally from right to left.","The right hand, with fingers extended and palm facing forward, moves from right to left across the body.","The right hand, with fingers extended, moves upward.","The user raises their right hand with fingers extended, then waves it from side to side.","The right hand, with fingers extended and together, moves from right to left, then the hand closes into a fist with the thumb extended upwards.","The user extends both arms forward, crossing the wrists, and then moves them apart to the sides."
p_070,"The hand moves upwards, extending the index, middle, and ring fingers while keeping the thumb and pinky finger flexed, then the hand moves downwards.","The hand starts with all fingers extended, then the ring and little fingers fold into the palm, leaving the index and middle fingers extended and separated, while the hand moves from right to left.","The user claps their hands together in front of their chest, then crosses their wrists with both hands in a fist.","The user claps their hands together in front of their body, then interlocks their fingers and moves their hands towards their face.","The user raises both hands, palms facing forward, and brings them together to form a T-shape.","The hands, with fingers extended and palms facing each other, move horizontally towards each other, then move vertically upwards.","The right hand moves upwards with the index finger extended and the other fingers folded, then the hand moves repeatedly up and down.","The right hand, with index finger extended and other fingers flexed, moves horizontally from right to left."
p_071,"The hand starts with the index finger extended, then the middle and ring fingers extend sequentially, followed by the pinky finger, and finally the hand closes into a fist with the thumb extended.","The right hand, initially open with palm upwards, closes the fingers and extends the index finger pointing forward.","The user brings the fingertips of the right hand to the mouth, then separates them.","The right hand, with fingers together, moves from the chin to the ear, then the hand closes into a fist and moves down.","The hand moves forward with fingers extended and palm facing forward, then retracts back to the initial position.","The hand, initially with fingers flexed, extends forward with the palm open, then the fingers flex again, and the hand moves back to its initial position.","The right hand, with fingers extended and palm facing forward, moves upward and then performs a waving motion.","The right hand, with fingers extended and separated, moves from right to left in a waving motion."
p_072,"The hand, initially with the fingers together, moves forward while the index finger extends, pointing forward.","The hand, with all fingers extended, moves forward, then the index finger moves repeatedly down.","The right hand, with fingers extended and together, moves towards the face, covering the mouth.","The user moves both hands, with fingers extended and palms facing upwards, towards the face, touching the chin, and then moves them outwards, keeping the same hand pose.","The user raises both hands with fingers extended and palms facing inward, moving them towards the face until the palms cover the eyes.","The user raises both hands, holding a rectangular object between the thumbs and index fingers, positioning it in front of the face, and then lowers the hands back to the initial position.","The hand moves upwards, extending the index finger while keeping the other fingers curled into the palm.","The right hand, with fingers extended and together, moves from a lower position pointing forward to the neck, then moves away and down."
p_073,"The right hand, with fingers together, moves repeatedly in a small circular motion.","The right hand, with a closed fist and the index finger extended, moves up and down.","The right hand, with fingers extended and together, moves repeatedly from right to left.","The right hand opens with fingers extended and palm up, then closes into a fist.","The right hand, initially closed with the index finger extended, opens up with all fingers extended and the palm facing forward, then repeatedly moves back and forth in a waving motion.","The right hand, initially resting on the table, moves upward with fingers closed in a fist, then opens the hand with fingers extended.","The right hand moves upwards, changing from a closed fist to an extended index finger pointing upwards.",The user claps their hands together multiple times.
p_074,"The right hand, with fingers extended and palm facing up, moves repeatedly towards the camera.","The user raises their right hand, extending all fingers and thumb, and rotates it from side to side.","The hand, with fingers together, moves from the chest to the mouth, covering it.","The right hand, with fingers extended and palm facing forward, moves towards the face, then the index finger extends while the other fingers curl into a fist, and the hand moves up to touch the chin.","The right hand, with fingers extended and palm facing forward, moves repeatedly towards the face, stopping in front of the mouth.","The user extends the right arm forward with the hand in a fist, then opens the hand with the palm facing forward and fingers extended.","The right hand moves from a resting position to an open palm with fingers extended and oriented upwards, performing a waving motion.","The right hand, with fingers extended and together, moves repeatedly from side to side in a waving motion."
p_075,"The right hand, with fingers extended and together, moves towards the right ear.","The right hand, with fingers extended and together, moves from the front of the body towards the right ear, then moves away from the ear and back to the front of the body.","The right hand, with fingers flexed, moves up to the chin and then rubs it.","The right hand, with fingers initially together, opens up with fingers splaying outward.","The hand, initially with fingers extended and palm facing forward, transitions to a closed fist with the index finger extended and pointing forward.","The user raises both hands, with fingers extended and palms facing forward, then moves them towards the sides of the head.","The right hand, with fingers initially flexed, extends the index finger upwards, then moves towards the face, touching the cheek.",The user moves both hands up and down with fingers extended and palms facing down.
p_076,"The right hand, with fingers extended and palm facing down, moves downwards.","The right hand, with fingers extended and palm facing down, moves repeatedly downward.","The user moves both hands upwards, forming a small square with the index fingers and thumbs in front of the face, then moves both hands downwards, pointing the index fingers towards the chest.","The user brings both hands, with fingers extended and palms facing inward, towards the face, touching the nose and mouth area, and then moves them away from the face.","The user raises both hands, palms facing the body, and moves them towards the face until they cover the eyes.","The user raises both hands with fingers extended and palms facing the face, then moves them to cover the face, and finally lowers them to the initial position.","The right hand, with fingers extended and palm facing forward, moves upward and to the left, away from the body.","The user moves both hands upwards, extending the index fingers while keeping the other fingers folded, and then moves both hands downwards."
p_077,"The right hand, initially with fingers flexed, extends the thumb upwards while the other fingers remain flexed, then the hand moves slightly up and down.","The right hand, initially with a closed fist and thumb up, extends the index finger while moving up and down.","The hand, with fingers initially extended, moves towards the face, then the fingertips come together to form a pinching gesture.","The hand starts with the fingertips together, then the index finger and thumb separate to form a circle.","The right hand, with fingers extended, moves from a lower position upwards and then downwards, performing a waving motion.","The hand, initially closed, opens with fingers extended and palm facing forward, then moves towards the face, and finally touches the chin.","The right hand, with a closed fist and the index finger extended, moves upwards.","The right hand, with fingers extended and together, moves upward and away from the body, then returns to the initial position with a slight waving motion."
p_078,"The right hand, with fingers extended and together, moves upwards and then downwards.","The right hand, with fingers extended and separated, moves upwards.","The right hand, with fingers together and palm facing the face, moves towards the mouth and nose, touching them.","The right hand, with fingers extended and together, moves from the chest towards the mouth, covering it.","The right hand, with fingers extended and together, moves upwards and towards the face, covering the eyes.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion.","The right hand, with fingers extended, moves upward and slightly to the right.","The hand, with the thumb and pinky extended and the other fingers curled, moves from a horizontal position to pointing downwards."
p_079,"The right hand moves upward, fingers extended and separated, palm facing forward, stopping near the face.","The right hand, with fingers extended and slightly curved, moves towards the face, touching the cheek and ear area.","The right hand, with fingers together, moves up to the face, touches the mouth, and then moves away, opening the fingers.","The right hand, with fingers extended and together, moves up and down in a waving motion.","The right hand raises up with the palm open and fingers extended, then lowers back down.","The right hand is raised with fingers extended and palm facing forward, then moved slightly from side to side.","The right hand, initially closed, opens with the index finger pointing upwards.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion."
p_080,"The right hand, with fingers initially flexed, extends the index finger upwards, moving it towards the face, and then lowers it back down.","The right hand, with fingers curled into a fist except for the index finger extended, moves from right to left, pointing towards the face and then downwards.","The right hand, with a closed fist and extended index finger pointing upwards, moves horizontally to the right.","The right hand, with fingers initially flexed, moves upwards towards the face, the index finger extends, and then the hand moves downwards.","The right hand, with fingers extended and palm facing forward, moves from the torso towards the face, covering it, and then moves away from the face to the right side of the body.","The user raises the right hand, extends the index finger pointing upwards, and moves it towards the face, touching the forehead before lowering the hand.","The right hand, with fingers initially flexed, extends the index finger upwards while moving towards the face, touching the forehead, and then retracts.","The right hand, with fingers extended and slightly separated, moves from a palm-down orientation to a near-vertical orientation, rotating at the wrist."
p_081,"The user moves the right hand, with fingers extended and palm facing forward, from right to left, while the left hand remains closed in a fist near the face.","The right hand, with fingers extended and palm facing down, moves upwards towards the head, stopping at the forehead level, while the left hand remains static with fingers flexed.","The right hand, with fingers flexed, moves up to the face, touching the mouth area with the fingertips.","The user brings both hands together with fingers interlaced, then separates them and raises both open hands with palms facing forward.","The right hand, with fingers extended and together, moves from a central position in front of the body to the right side, while the left hand remains still.","The right hand, with fingers extended and palm facing forward, moves upward and then repeatedly downward in a chopping motion.","The right hand, initially with fingers flexed, extends upwards with fingers splayed.","The right hand, with fingers extended and palm facing forward, moves upward and then downward in front of the face."
p_082,"The hand, with fingers extended and separated, moves repeatedly from side to side.","The right hand, with fingers extended and slightly curved, moves repeatedly from right to left.","The hand, with fingers extended and together, moves from a tilted position to an upright vertical position, palm facing forward.",The user claps their hands together repeatedly in front of their body.,"The user raises their right hand, palm open and fingers extended, moving it from right to left across the field of view.","The hand, with fingers extended, moves repeatedly from right to left in front of the body.",The user repeatedly claps their hands together in front of them.,"The user performs a clapping gesture, repeatedly bringing both hands together with fingers extended and palms facing each other."
p_083,"The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in front of the face.","The right hand is raised with fingers extended and palm facing forward, then moved repeatedly from side to side.","The user claps their hands together multiple times, then interlaces their fingers and rests their hands in front of them.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in a waving motion.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The user brings both hands together, interlacing the fingers and moving them up and down.","The right hand moves upward with fingers extended and slightly separated, then remains still.","The hand, with fingers extended and separated, moves from right to left, then the fingers curl into a fist, and finally, the index finger extends upward."
p_084,"The right hand moves up with the index finger extended, pointing upwards, and then moves down.","The right hand, with fingers extended and slightly separated, moves from a tilted position to a palm-up orientation.","The right hand, with a closed fist and extended index finger pointing upwards, moves to touch the lips.","The right hand, with fingers extended and together, moves slightly to the right.","The right hand, with fingers extended and palm facing forward, moves upward and then the hand rotates, palm facing left, and moves horizontally to the left.","The right hand, with fingers extended and together, moves upwards from waist level to above the head.","The hand moves upwards, extending the index finger while keeping the other fingers curled.","The right hand, with fingers extended and together, moves from right to left in front of the body."
p_085,"The hand moves upward with the index finger extended and the other fingers folded, then the hand moves downward.",The right hand moves up and down with the index finger extended.,"The right hand, with fingers extended and palm facing forward, moves up and down repeatedly.","The right hand rises, the palm faces forward, the fingers extend, and the hand waves from side to side.","The right hand, with fingers extended, moves repeatedly from right to left.","The right hand, with fingers extended, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and palm facing forward, moves upward and repeatedly rotates at the wrist.","The right hand, with fingers extended and together, moves up and down repeatedly."
p_086,"The right hand, with fingers extended, moves repeatedly from right to left in front of the face.","The right hand, with fingers extended and separated, moves from right to left in a waving motion.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the body.",The user claps their open hands together repeatedly in front of their body.,"The user performs a clapping gesture with both hands, followed by extending both hands forward with palms facing up and fingers spread.","The hand starts with fingers flexed, then the index finger extends while the other fingers remain flexed, and the hand moves forward.","The right hand moves upward with fingers extended, then the index finger points upward.","The right hand, with fingers extended, moves repeatedly from side to side."
p_087,"The right hand, with fingers extended and palm facing forward, moves towards the face and then away, while the fingers curl into a fist.","The right hand, with fingers extended and together, moves from the head to the front, while rotating slightly.","The right hand, with fingers extended and together, moves from the mouth area down to the chest.","The right hand, with fingers extended and together, moves from the mouth area forward and rotates to end with the palm facing up.","The right hand, with fingers extended and palm facing forward, moves upward and slightly to the right, then the fingers flex slightly.","The right hand, with fingers extended and palm facing forward, moves repeatedly from side to side.","The right hand moves upward, extending the index finger while keeping the other fingers curled, then the hand moves downward, flexing the index finger.","The right hand is raised with fingers extended and palm facing forward, then both hands are brought together with palms facing each other and fingers interlaced."
p_088,"The right hand, with fingers flexed into a fist except for the extended index finger, moves upwards and then downwards.","The right hand moves upward, forming a fist with the index finger extended, and then moves up and down repeatedly.","The right hand, with fingers initially extended, closes to a pinch pose with the index and thumb fingertips touching each other.","The hand, with fingers extended and palm facing forward, moves up and down.","The right hand, with fingers extended and palm facing forward, moves from right to center, stopping in front of the face.","The right hand, with fingers extended and palm facing forward, moves towards the face, covering it, and then moves away.","The right hand, with fingers initially flexed, extends the index finger upwards while the other fingers remain flexed, then the hand moves downwards and the fingers flex again.","The right hand, with fingers extended and palm facing forward, moves repeatedly from side to side, then the hand rotates until the palm faces down and remains still."
p_089,"The right hand rises, extending the index finger upwards while the other fingers are folded.","The right hand, with a closed fist and thumb extended, moves up and down.","The user claps their hands together, then crosses their forearms in front of their face with open hands and extended fingers.","The right hand, initially closed, opens with the thumb extended upwards, then the index finger extends and moves up and down.","The user raises both hands, palms facing forward, and crosses the forearms in front of the face.","The user moves both hands from a closed fist position to an open palm position, oriented forward.","The right hand, with fingers extended and together, moves up and down in a waving motion.","The right hand with fingers extended moves up and down in a waving motion, then the hand rotates at the wrist while the fingers point downwards."
p_090,"The right hand moves towards the right ear, then the index finger extends upwards while the other fingers curl, and finally the hand returns to the initial position.","The right hand, with a closed fist and index finger extended, moves repeatedly up and down.","The right hand, with fingers extended and palm facing forward, moves forward towards the camera.","The right hand, with fingers extended and together, moves from right to left, then the hand closes into a fist and moves back to the right.","The hand moves forward with fingers extended and palm facing forward, stopping in front of the face.","The user raises their right hand, extending all fingers and palm facing forward.",The right hand moves upwards with the index finger extended while the other fingers are flexed.,"The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left."
p_091,"The right hand, with fingers extended and thumb extended to the ear, moves from the mouth to the ear, then the hand closes into a fist and moves up and down.","The right hand, with fingers extended and palm down, moves repeatedly up and down.","The right hand, with fingers extended and palm down, moves downwards in front of the face.","The right hand, with fingers extended and palm facing forward, moves from right to left, then the fingers curl inward towards the palm.","The user claps their hands together in front of them, with fingers extended and palms facing each other, moving them repeatedly towards and away from each other.",The user moves both hands up and down repeatedly with fingers extended and palms facing forward.,"The right hand, initially with fingers flexed, extends the index finger, then the middle and ring fingers sequentially, while moving upwards.","The right hand, with fingers extended and slightly separated, moves from right to left in a waving motion."
p_092,"The right hand, with fingers flexed except for the index, moves up and down.","The right hand, with fingers extended and palm facing forward, moves up and down in a waving motion.","The right hand, with fingers flexed, moves towards the face, and the index finger touches the chin.","The right hand, with fingers flexed, moves towards the face and touches the chin.","The user moves both hands, with fingers flexed into a fist, in a repeated forward and backward motion.","The user raises both hands, curving the fingers and thumbs to form a frame in front of their face.","The right hand, with fingers extended and palm facing forward, moves repeatedly from side to side.","The user claps their hands together in front of them, with fingers extended and palms facing each other."
p_093,"The user raises their right hand with fingers extended and palm facing forward, then moves it repeatedly from side to side in front of their face.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the face.","The user moves both hands repeatedly towards each other, with fingers extended and palms facing each other, as if clapping.",The user claps their hands together repeatedly in front of their body.,"The user waves both hands with open palms, moving them from side to side.","The user waves their right hand with fingers extended, moving it repeatedly from left to right.","The right hand, with fingers extended and palm facing forward, moves repeatedly from side to side.","The right hand, with fingers extended and slightly separated, moves repeatedly from right to left in front of the body."
p_094,"The right hand, with fingers initially flexed, extends the index finger pointing upwards, then rotates at the wrist while maintaining the extended index finger.","The right hand moves upwards with fingers extended and then the index finger points up while the other fingers are flexed, and then the hand moves horizontally.","The right hand, with fingers extended and together, moves towards the mouth, then the fingers touch the mouth and move away.","The right hand, with fingers extended and together, moves towards the mouth, then away while opening and closing the fingers.","The hand, with fingers extended, moves from left to right, then the fingers curl into a fist, and the hand moves up and down.","The right hand starts with the fingers closed, then the fingers open up and the hand moves to the right.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The user claps their hands together repeatedly, then crosses their forearms in front of their chest."
